% Time	SBX	SBY	SBZ	FRX	FRY	FRZ	FLX	FLY	FLZ	WRX	WRY	WRZ	WLX	WLY	WLZ	SpdCom	ax	ay	az	gx	gy	gz	mx	my	mz	Angle	headZ
3.100	0.1348	0.5872	3.2082	0.1116	-0.0432	3.5200	-0.0220	-0.0693	3.1693	0.3144	0.4087	3.0391	-0.0962	0.5599	2.9448	0.0949	0.9376	2.6194	0.0603	0.5971	3.1868	0.000	
3.133	0.1383	0.5825	3.1990	0.1111	-0.0423	3.5151	-0.0261	-0.0865	3.1475	0.3113	0.4087	3.0377	-0.0802	0.5587	2.9299	0.0924	0.9272	2.5989	0.0636	0.5920	3.1778	0.000	
3.167	0.1327	0.5733	3.1919	0.1102	-0.0479	3.5013	-0.0277	-0.0996	3.1348	0.3053	0.4078	3.0321	-0.0796	0.5519	2.9285	0.0893	0.9226	2.5994	0.0586	0.5836	3.1695	0.000	
3.200	0.1324	0.5640	3.1829	0.1091	-0.0552	3.4984	-0.0298	-0.1179	3.1098	0.2994	0.4031	3.0236	-0.0512	0.5487	2.9275	0.0880	0.9113	2.5891	0.0587	0.5745	3.1607	0.000	
3.233	0.1325	0.5598	3.1781	0.1094	-0.0545	3.4926	-0.0319	-0.1230	3.1028	0.2904	0.3994	3.0087	-0.0599	0.5363	2.9004	0.0749	0.8906	2.5503	0.0583	0.5715	3.1575	0.000	
3.267	0.1206	0.5396	3.1526	0.1104	-0.0618	3.4962	-0.0333	-0.1261	3.0992	0.2854	0.3915	2.9932	-0.0529	0.5136	2.8888	0.0653	0.8926	2.5525	0.0464	0.5427	3.1235	0.000	
3.300	0.1174	0.5360	3.1456	0.1094	-0.0606	3.4774	-0.0338	-0.1278	3.0984	0.2809	0.3819	2.9790	-0.0300	0.8014	2.6503	0.0616	0.8862	2.5398	0.0445	0.5405	3.1188	0.000	
3.333	0.1153	0.5330	3.1353	0.1097	-0.0603	3.4737	-0.0327	-0.1348	3.1002	0.2803	0.3771	2.9552	-0.0314	0.7935	2.6504	0.0523	0.8718	2.5171	0.0427	0.5378	3.1092	0.000	
3.367	0.1122	0.5313	3.1269	0.1033	-0.0643	3.4582	-0.0319	-0.1405	3.0977	0.2773	0.3604	2.9339	-0.0376	0.7788	2.6413	0.0452	0.8646	2.5147	0.0400	0.5366	3.1002	0.000	
3.400	0.1016	0.5273	3.1047	0.1041	-0.0598	3.4309	-0.0322	-0.1432	3.0990	0.2770	0.3447	2.9129	-0.0483	0.7701	2.6244	0.0277	0.8547	2.4930	0.0290	0.5292	3.0755	0.000	
3.433	0.0954	0.5267	3.0938	0.0994	-0.0650	3.4222	-0.0330	-0.1452	3.0958	0.2751	0.3365	2.8892	-0.0592	0.7619	2.6061	0.0167	0.8498	2.4848	0.0231	0.5266	3.0619	0.000	
3.467	0.0870	0.5270	3.0741	0.1068	-0.0566	3.4141	-0.0375	-0.1464	3.0816	0.2728	0.3350	2.8662	-0.0696	0.7498	2.5852	-0.0039	0.8481	2.4343	0.0151	0.5262	3.0434	0.000	
3.500	0.0756	0.5219	3.0380	0.1065	-0.0542	3.4053	-0.0381	-0.1464	3.0802	0.2691	0.3274	2.8353	-0.0735	0.7555	2.5497	-0.0141	0.8544	2.4060	0.0038	0.5187	3.0059	0.000	
3.533	0.0734	0.5308	3.0203	0.1070	-0.0409	3.3956	-0.0385	-0.1467	3.0797	0.2660	0.3313	2.8032	-0.0932	0.7470	2.5283	-0.0299	0.8518	2.3800	0.0021	0.5272	2.9905	0.000	
3.567	0.0677	0.5549	2.9982	0.1045	-0.0181	3.3673	-0.0401	-0.1466	3.0808	0.2637	0.3413	2.7742	-0.0992	0.7501	2.5019	-0.0319	0.8493	2.3751	-0.0029	0.5518	2.9680	0.000	
3.600	0.0610	0.5554	2.9563	0.0978	-0.0508	3.4377	-0.0455	-0.1420	3.0743	0.2596	0.3458	2.7485	-0.1178	0.7549	2.4583	-0.0477	0.8657	2.3143	-0.0092	0.5507	2.9308	0.000	
3.633	0.0509	0.5538	2.9433	0.0970	-0.0043	3.3303	-0.0459	-0.1414	3.0727	0.2548	0.3487	2.7283	-0.1186	0.7573	2.4472	-0.0538	0.8704	2.3077	-0.0214	0.5481	2.9136	0.000	
3.667	0.0406	0.5570	2.9171	0.0928	0.0045	3.3044	-0.0483	-0.1397	3.0703	0.2484	0.3521	2.6981	-0.1233	0.7583	2.4255	-0.0655	0.8781	2.2808	-0.0303	0.5488	2.8876	0.000	
3.700	0.0347	0.5621	2.8984	0.0882	0.0190	3.2739	-0.0482	-0.1399	3.0709	0.2399	0.3708	2.6678	-0.1251	0.7636	2.4011	-0.0668	0.8806	2.2726	-0.0363	0.5534	2.8694	0.000	
3.733	0.0285	0.5598	2.8800	0.0815	0.0315	3.2664	-0.0500	-0.1346	3.0669	0.2374	0.3792	2.6451	-0.1312	0.7626	2.3923	-0.0694	0.8882	2.2606	-0.0430	0.5504	2.8494	0.000	
3.767	0.0173	0.5551	2.8589	0.0849	0.0347	3.2217	-0.0511	-0.1317	3.0651	0.2336	0.3831	2.6330	-0.1303	0.7691	2.3676	-0.0708	0.8984	2.2403	-0.0544	0.5457	2.8272	0.000	
3.800	0.0113	0.5553	2.8448	0.0925	0.0404	3.1855	-0.0525	-0.1288	3.0625	0.2273	0.3911	2.6140	-0.1386	0.7726	2.3403	-0.0722	0.9040	2.2324	-0.0604	0.5453	2.8128	0.000	
