% Time	SBX	SBY	SBZ	FRX	FRY	FRZ	FLX	FLY	FLZ	WRX	WRY	WRZ	WLX	WLY	WLZ	head x	head y	head z	hip x	hip y	hip z	³ß		diff z	diff y	slope
49.434	0.0238	0.0732	2.1057	0.0748	-0.6132	2.4104	-0.0697	-0.4281	2.469	0.2444	0.0706	2.0669	-0.1797	0.0526	2.0064	0.0317	0.5953	1.6216	-0.0492	0.0753	2.0718	0.705		0.4502	0.52	40.88500637
49.467	0.0277	0.0698	2.0997	0.0771	-0.6022	2.4236	-0.0191	-0.3597	2.4188	0.247	0.0601	2.0516	-0.1768	0.0596	2.0178	0.0341	0.596	1.6212	-0.0454	0.0718	2.066	0.719		0.4448	0.5242	40.31564073
49.5	0.0301	0.068	2.0955	0.0773	-0.5912	2.4332	-0.0184	-0.4031	2.3775	0.2506	0.0479	2.0307	-0.1804	0.0698	2.0293	0.036	0.5965	1.6213	-0.0431	0.0702	2.0625	0.723		0.4412	0.5263	39.97327704
49.534	0.0362	0.0636	2.089	0.0793	-0.574	2.4421	-0.0355	-0.429	2.3442	0.2541	0.0424	2.0244	-0.1831	0.0807	2.0431	0.0381	0.5977	1.6214	-0.0364	0.065	2.0565	0.739		0.4351	0.5327	39.24134585
49.567	0.04	0.062	2.087	0.0803	-0.5618	2.4487	-0.0406	-0.4473	2.3121	0.2598	0.0341	2.0098	-0.1846	0.0892	2.0525	0.0391	0.5981	1.6214	-0.0324	0.0635	2.0547	0.738		0.4333	0.5346	39.02520011
49.6	0.0435	0.0601	2.0833	0.0788	-0.5502	2.4636	-0.0117	-0.493	2.2955	0.2646	0.0279	1.9953	-0.1865	0.0993	2.0627	0.0402	0.5993	1.6208	-0.0287	0.0619	2.0514	0.751		0.4306	0.5374	38.70398787
49.634	0.0494	0.0647	2.0877	0.0963	-0.4919	2.4589	-0.0074	-0.4996	2.2738	0.2676	0.0243	1.9823	-0.1859	0.1151	2.0803	0.0411	0.5993	1.6209	-0.0231	0.0661	2.0559	0.734		0.435	0.5332	39.20856176
49.667	0.0523	0.0668	2.0889	0.0928	-0.4832	2.4666	0.001	-0.5197	2.2346	0.2699	0.0194	1.9653	-0.1861	0.1187	2.0809	0.0417	0.6004	1.6201	-0.0202	0.0682	2.0574	0.741		0.4373	0.5322	39.40938375
49.7	0.0589	0.075	2.0987	0.0851	-0.4765	2.4802	-0.0114	-0.5197	2.2229	0.2704	0.018	1.9577	-0.185	0.1254	2.0865	0.0419	0.6004	1.6204	-0.014	0.0752	2.0667	0.711		0.4463	0.5252	40.35693561
49.734	0.066	0.0905	2.1152	0.0847	-0.4702	2.4965	-0.0101	-0.5169	2.2258	0.2697	0.017	1.9484	-0.1838	0.1314	2.0915	0.0423	0.601	1.6216	-0.0078	0.0898	2.084	0.681		0.4624	0.5112	42.1305505
49.767	0.0661	0.0905	2.1152	0.0775	-0.4758	2.5222	-0.0376	-0.5303	2.4112	0.2691	0.0168	1.9391	-0.1832	0.1329	2.0924	0.0427	0.6013	1.6216	-0.0076	0.0898	2.084	0.701		0.4624	0.5115	42.11382802
49.8	0.0665	0.0907	2.1155	0.0797	-0.4684	2.532	-0.0331	-0.5796	2.4012	0.2684	0.0165	1.9336	-0.1836	0.1358	2.0952	0.0425	0.602	1.622	-0.0072	0.0898	2.0843	0.685		0.4623	0.5122	42.06868704
49.834	0.0668	0.0909	2.1163	0.0803	-0.4579	2.5496	-0.033	-0.5983	2.3896	0.2674	0.0162	1.9312	-0.1828	0.1371	2.097	0.0425	0.6023	1.6223	-0.0069	0.0896	2.085	0.684		0.4627	0.5127	42.06552833
49.867	0.0667	0.0895	2.1166	0.0721	-0.4581	2.5766	-0.01	-0.6507	2.3531	0.266	0.0159	1.9299	-0.1818	0.1378	2.0983	0.0426	0.6024	1.6227	-0.0068	0.0878	2.0851	0.684		0.4624	0.5146	41.94165954
49.9	0.0657	0.0861	2.1154	0.0723	-0.4556	2.5858	-0.0079	-0.6596	2.3432	0.2648	0.0162	1.9301	-0.1813	0.1368	2.0987	0.0428	0.6022	1.6241	-0.0073	0.0842	2.0832	0.687		0.4591	0.518	41.55036056
49.934	0.0629	0.0777	2.1114	0.0726	-0.4058	2.5476	0.0062	-0.6759	2.3229	0.2632	0.0158	1.9318	-0.178	0.1372	2.1007	0.0432	0.6012	1.6255	-0.0091	0.0768	2.079	0.696		0.4535	0.5244	40.85318003
49.967	0.0616	0.0745	2.1098	0.0891	-0.3597	2.5776	0.0101	-0.6827	2.3146	0.262	0.0156	1.9347	-0.1743	0.1321	2.0971	0.0432	0.6007	1.626	-0.0103	0.0728	2.0768	0.695		0.4508	0.5279	40.49565732
50	0.0578	0.0593	2.0913	0.0856	-0.3481	2.565	0.0105	-0.689	2.3195	0.2607	0.0166	1.9472	-0.1752	0.1293	2.0964	0.043	0.6008	1.6263	-0.0131	0.057	2.058	0.749		0.4317	0.5438	38.44458602
50.034	0.0575	0.0592	2.0912	0.0861	-0.3393	2.565	0.0109	-0.6791	2.3404	0.2606	0.0177	1.9564	-0.1815	0.1251	2.095	0.0426	0.6005	1.6267	-0.0135	0.0567	2.0576	0.719		0.4309	0.5438	38.3928443
50.067	0.0538	0.0684	2.1045	0.0846	-0.2984	2.4947	0.0111	-0.6683	2.3557	0.2606	0.0216	1.9733	-0.1767	0.1041	2.0724	0.0413	0.5998	1.6273	-0.0177	0.0644	2.0698	0.697		0.4425	0.5354	39.57321653
50.1	0.0525	0.0706	2.1055	0.0842	-0.3062	2.4979	0.0098	-0.6486	2.3797	0.2617	0.0257	1.9851	-0.1799	0.1013	2.0684	0.0394	0.5994	1.6274	-0.0191	0.0661	2.0707	0.718		0.4433	0.5333	39.73469586
50.134	0.0499	0.0711	2.1043	0.0839	-0.3119	2.4847	0.0058	-0.6377	2.3851	0.2638	0.0314	1.9974	-0.1833	0.0915	2.0544	0.0353	0.5978	1.6268	-0.022	0.0669	2.0693	0.711		0.4425	0.5309	39.81087832
50.167	0.0414	0.0632	2.0904	0.0874	-0.3253	2.4548	0.001	-0.6218	2.3982	0.2641	0.0409	2.0152	-0.1849	0.0826	2.042	0.0311	0.5988	1.6262	-0.0298	0.0607	2.0561	0.749		0.4299	0.5381	38.62213162
50.2	0.0384	0.0623	2.0897	0.1011	-0.3415	2.4319	-0.0012	-0.6108	2.4115	0.263	0.049	2.0277	-0.1826	0.0728	2.0288	0.0274	0.5995	1.6247	-0.0334	0.06	2.0551	0.727		0.4304	0.5395	38.58201539
50.234	0.0223	0.0356	2.048	0.115	-0.4066	2.3607	-0.0033	-0.5959	2.4197	0.2615	0.0594	2.0421	-0.1834	0.0611	2.0199	0.0236	0.6013	1.6238	-0.0479	0.0343	2.0128	0.857		0.389	0.567	34.45273354
50.267	0.0223	0.0355	2.0479	0.1319	-0.4272	2.339	-0.0094	-0.5622	2.4521	0.2609	0.068	2.0528	-0.1831	0.0493	2.0026	0.0205	0.6023	1.6228	-0.0479	0.0342	2.0125	0.786		0.3897	0.5681	34.44898402
50.3	0.0218	0.0354	2.0474	0.126	-0.4601	2.3165	-0.0091	-0.56	2.4583	0.2598	0.077	2.0631	-0.1844	0.0437	1.991	0.0188	0.603	1.6222	-0.0483	0.0341	2.012	0.824		0.3898	0.5689	34.41823756
50.334	0.0193	0.0622	2.0857	0.1244	-0.4669	2.3098	-0.0184	-0.4911	2.432	0.2585	0.0908	2.0782	-0.1867	0.0389	1.9795	0.0171	0.6035	1.6228	-0.0531	0.0619	2.0504	0.715		0.4276	0.5416	38.29153518
50.367	0.0191	0.0622	2.0854	0.1456	-0.4957	2.2645	-0.0293	-0.4752	2.457	0.2566	0.0969	2.0839	-0.1906	0.0307	1.9578	0.0155	0.6044	1.6229	-0.0533	0.0617	2.05	0.782		0.4271	0.5427	38.20242612
50.4	0.017	0.0657	2.0874	0.1601	-0.5065	2.2438	-0.0036	-0.4852	2.4877	0.2545	0.103	2.0895	-0.1923	0.0278	1.9479	0.0143	0.6048	1.6237	-0.0553	0.0651	2.0517	0.742		0.428	0.5397	38.41558331
50.434	0.0145	0.0697	2.0903	0.1462	-0.5097	2.2442	0.0036	-0.4826	2.5151	0.2513	0.1088	2.0948	-0.1936	0.0264	1.94	0.0132	0.6058	1.6242	-0.0577	0.0687	2.0541	0.738		0.4299	0.5371	38.67411562
50.467	0.0079	0.0758	2.0932	0.1434	-0.5133	2.2447	0.0059	-0.4813	2.5341	0.2481	0.1154	2.0981	-0.1949	0.0238	1.9341	0.0126	0.6066	1.6247	-0.0637	0.0741	2.0557	0.732		0.431	0.5325	38.98635082
50.5	0.0062	0.0764	2.0943	0.1383	-0.5207	2.2546	0.0067	-0.4773	2.567	0.2453	0.1202	2.1042	-0.1953	0.0221	1.9312	0.0122	0.6075	1.6253	-0.0654	0.0749	2.0569	0.732		0.4316	0.5326	39.02007223
50.534	0.0056	0.0821	2.1039	0.1648	-0.4932	2.311	0.0143	-0.4542	2.608	0.2431	0.1218	2.1074	-0.1955	0.022	1.9311	0.0115	0.6085	1.627	-0.066	0.0813	2.0671	0.704		0.4401	0.5272	39.85470891
50.567	0.0066	0.0829	2.1061	0.1131	-0.596	2.4049	-0.0002	-0.417	2.5638	0.2402	0.1229	2.1091	-0.1955	0.0223	1.9313	0.011	0.6088	1.6282	-0.0649	0.0821	2.0699	0.714		0.4417	0.5267	39.98379607
50.6	0.0079	0.0835	2.1089	0.1098	-0.6332	2.3821	0.0012	-0.4092	2.5857	0.2387	0.1242	2.1113	-0.1952	0.0238	1.9334	0.0106	0.609	1.6296	-0.0636	0.0826	2.0728	0.701		0.4432	0.5264	40.09554428
50.634	0.01	0.0842	2.1129	0.1008	-0.6488	2.3697	0.0006	-0.402	2.5982	0.2386	0.1235	2.1117	-0.1939	0.026	1.94	0.0106	0.6088	1.6305	-0.0617	0.0832	2.077	0.693		0.4465	0.5256	40.34807818
50.667	0.0113	0.0837	2.1143	0.0914	-0.6598	2.3546	0.0009	-0.393	2.6029	0.2383	0.1216	2.1113	-0.1926	0.031	1.9529	0.011	0.6086	1.6319	-0.06	0.0826	2.079	0.693		0.4471	0.526	40.36453657
50.7	0.0127	0.083	2.115	0.0886	-0.6612	2.3553	0.0017	-0.3826	2.6777	0.2375	0.1174	2.1097	-0.192	0.0377	1.9702	0.0116	0.6091	1.6336	-0.0586	0.0822	2.0802	0.69		0.4466	0.5269	40.28458256
50.734	0.015	0.0822	2.1168	0.084	-0.6629	2.3557	0.0067	-0.3814	2.6806	0.2377	0.1115	2.106	-0.1899	0.0439	1.9862	0.0125	0.6086	1.6353	-0.0562	0.0816	2.083	0.685		0.4477	0.527	40.34875339
50.767	0.017	0.0806	2.1176	0.0756	-0.6574	2.3706	-0.0001	-0.3331	2.5881	0.2386	0.1046	2.101	-0.1874	0.0501	2.0027	0.0136	0.6083	1.6356	-0.0545	0.0807	2.0842	0.686		0.4486	0.5276	40.37336188
50.8	0.0185	0.0801	2.118	0.0728	-0.6493	2.3868	-0.003	-0.3606	2.6984	0.2413	0.0878	2.0806	-0.1849	0.0575	2.0189	0.0159	0.6073	1.6367	-0.053	0.0805	2.0848	0.684		0.4481	0.5268	40.38473592
50.834	0.0195	0.0799	2.1182	0.0744	-0.642	2.3999	-0.0028	-0.3518	2.6672	0.2429	0.0809	2.0725	-0.1836	0.0617	2.0265	0.0193	0.6056	1.6371	-0.0523	0.0804	2.085	0.684		0.4479	0.5252	40.45814103
50.867	0.0212	0.0793	2.117	0.0746	-0.6225	2.4211	-0.054	-0.3082	2.5851	0.2456	0.0753	2.0652	-0.1821	0.0816	2.0477	0.0222	0.6058	1.6371	-0.0508	0.0801	2.084	0.687		0.4469	0.5257	40.36801646
50.9	0.0254	0.0793	2.1132	0.0759	-0.5987	2.4122	-0.031	-0.3315	2.4427	0.248	0.062	2.0457	-0.1855	0.0905	2.0582	0.027	0.6076	1.6348	-0.0466	0.0804	2.0793	0.696		0.4445	0.5272	40.13536101
50.934	0.0309	0.0814	2.1125	0.0768	-0.5877	2.4239	-0.0272	-0.351	2.4243	0.2512	0.0565	2.0363	-0.1866	0.1024	2.0691	0.0303	0.6086	1.6338	-0.0419	0.0824	2.0788	0.693		0.445	0.5262	40.22073521
50.967	0.038	0.0804	2.1068	0.078	-0.5691	2.4444	-0.0368	-0.3843	2.4395	0.2553	0.049	2.0227	-0.191	0.1153	2.0818	0.0333	0.6102	1.6325	-0.0347	0.0809	2.0734	0.711		0.4409	0.5293	39.793857
51	0.0468	0.0771	2.1	0.0791	-0.5564	2.4572	-0.0191	-0.4243	2.3803	0.2595	0.0434	2.0092	-0.1929	0.1203	2.0848	0.0357	0.611	1.6317	-0.0259	0.0769	2.0674	0.722		0.4357	0.5341	39.206356
51.034	0.0489	0.0762	2.0984	0.085	-0.5373	2.479	-0.0414	-0.4291	2.3477	0.2637	0.0388	2.0008	-0.1929	0.126	2.0888	0.0385	0.6127	1.6316	-0.0238	0.0761	2.066	0.719		0.4344	0.5366	38.99160836
51.067	0.0532	0.0734	2.094	0.1074	-0.4794	2.4592	-0.0388	-0.45	2.3311	0.2662	0.0352	1.9901	-0.1935	0.1318	2.0929	0.0404	0.614	1.6306	-0.0191	0.0736	2.0616	0.736		0.431	0.5404	38.57436951
51.1	0.0556	0.0752	2.0952	0.1068	-0.4745	2.463	-0.0211	-0.4766	2.2902	0.2691	0.0311	1.9741	-0.1925	0.1354	2.0944	0.0427	0.6155	1.6302	-0.0167	0.0754	2.0631	0.726		0.4329	0.5401	38.71281081
51.134	0.0592	0.0789	2.0987	0.1019	-0.4676	2.4866	-0.0116	-0.4815	2.2727	0.2705	0.0303	1.9688	-0.1913	0.1392	2.0963	0.0447	0.6164	1.6311	-0.0128	0.0796	2.0668	0.722		0.4357	0.5368	39.06491533
51.167	0.0611	0.0838	2.1032	0.0906	-0.4703	2.5235	-0.0077	-0.4841	2.2631	0.2713	0.0298	1.9625	-0.1903	0.1409	2.0969	0.0458	0.6171	1.6316	-0.0112	0.0832	2.0706	0.714		0.439	0.5339	39.42879819
51.2	0.0646	0.0924	2.1126	0.0888	-0.4707	2.5388	-0.0039	-0.494	2.2414	0.2722	0.0302	1.9587	-0.189	0.1414	2.0969	0.0468	0.6176	1.6325	-0.0081	0.0911	2.0795	0.692		0.447	0.5265	40.33135186
51.234	0.067	0.0981	2.1182	0.0746	-0.4728	2.5615	-0.0063	-0.5014	2.2686	0.2728	0.0307	1.9559	-0.1859	0.141	2.0959	0.0481	0.6189	1.6337	-0.0055	0.0978	2.0869	0.689		0.4532	0.5211	41.01344207
51.267	0.0672	0.0996	2.1199	0.073	-0.4778	2.5923	-0.0393	-0.5315	2.4314	0.2732	0.0309	1.9548	-0.1846	0.1407	2.0949	0.049	0.6197	1.6347	-0.0053	0.0986	2.0881	0.685		0.4534	0.5211	41.02595997
51.3	0.0677	0.0986	2.1197	0.0748	-0.4674	2.6026	-0.0322	-0.584	2.4217	0.2734	0.0319	1.9549	-0.1829	0.1395	2.0944	0.0501	0.6209	1.6359	-0.0048	0.0975	2.0879	0.684		0.452	0.5234	40.81337379
51.334	0.0676	0.0947	2.1183	0.0791	-0.4469	2.6229	-0.0305	-0.6071	2.4233	0.2737	0.033	1.9557	-0.1787	0.1349	2.0911	0.0509	0.6215	1.6377	-0.0045	0.0939	2.0864	0.686		0.4487	0.5276	40.37966425
51.367	0.065	0.0812	2.1097	0.0811	-0.4201	2.6068	-0.0122	-0.6448	2.3812	0.2739	0.0355	1.9608	-0.1753	0.1312	2.0888	0.052	0.6218	1.641	-0.0057	0.0814	2.0775	0.709		0.4365	0.5404	38.9290243
51.4	0.063	0.0785	2.1085	0.0843	-0.3867	2.6489	-0.0078	-0.6539	2.3686	0.2743	0.0374	1.969	-0.171	0.126	2.0846	0.0523	0.6219	1.6422	-0.0073	0.079	2.0758	0.698		0.4336	0.5429	38.61344516
51.434	0.0608	0.0761	2.1084	0.0868	-0.3809	2.655	0.0027	-0.6601	2.3604	0.2751	0.0407	1.9818	-0.1649	0.1196	2.078	0.0527	0.622	1.6442	-0.0093	0.0765	2.0754	0.704		0.4312	0.5455	38.32522313
51.467	0.059	0.0746	2.1078	0.0977	-0.3331	2.6177	0.0065	-0.6621	2.3583	0.2756	0.0448	1.9946	-0.1637	0.1122	2.0737	0.0521	0.6214	1.6459	-0.011	0.075	2.0749	0.707		0.429	0.5464	38.13684421
51.5	0.055	0.0721	2.106	0.0898	-0.3338	2.6343	0.0074	-0.6625	2.3606	0.2766	0.0501	2.0093	-0.1648	0.1048	2.0697	0.0513	0.6211	1.6469	-0.0153	0.0724	2.0726	0.711		0.4257	0.5487	37.80551847
51.534	0.044	0.0898	2.1308	0.0915	-0.3347	2.6367	0.0107	-0.6372	2.3978	0.2766	0.0561	2.0235	-0.1652	0.1004	2.0678	0.0499	0.6206	1.6487	-0.0275	0.0881	2.0957	0.638		0.447	0.5325	40.01132853
51.567	0.0442	0.0895	2.1296	0.1019	-0.3012	2.5248	0.0048	-0.6203	2.3963	0.2769	0.0613	2.0396	-0.166	0.0952	2.06	0.0484	0.6205	1.6496	-0.0273	0.0877	2.0946	0.687		0.445	0.5328	39.86897707
51.6	0.0418	0.0879	2.1253	0.1037	-0.2739	2.4609	0.0007	-0.6144	2.4064	0.2753	0.0697	2.0553	-0.1647	0.0874	2.0514	0.0457	0.6208	1.6497	-0.03	0.0856	2.0898	0.675		0.4401	0.5352	39.43078283
51.634	0.0359	0.0835	2.1158	0.0829	-0.3126	2.4523	-0.0004	-0.6044	2.4197	0.2732	0.079	2.0684	-0.1647	0.0812	2.044	0.0431	0.6219	1.6496	-0.0361	0.0815	2.0789	0.695		0.4293	0.5404	38.46403461
51.667	0.0328	0.0836	2.1139	0.133	-0.3784	2.4692	0.0002	-0.5941	2.4285	0.2719	0.0914	2.0842	-0.1664	0.0749	2.0345	0.0399	0.6218	1.6493	-0.039	0.0816	2.0769	0.688		0.4276	0.5402	38.36368182
51.7	0.0279	0.072	2.0933	0.1389	-0.3974	2.4113	-0.0035	-0.568	2.4477	0.2692	0.0997	2.0931	-0.1674	0.0692	2.0249	0.037	0.6233	1.6485	-0.0432	0.0697	2.0572	0.753		0.4087	0.5536	36.43691933
51.734	0.0273	0.0719	2.0932	0.134	-0.4111	2.3925	-0.0093	-0.5425	2.4698	0.2672	0.1077	2.1001	-0.1681	0.0621	2.0107	0.0341	0.6243	1.6481	-0.0439	0.0696	2.057	0.719		0.4089	0.5547	36.39597732
51.767	0.025	0.0703	2.0915	0.1323	-0.4393	2.3507	-0.01	-0.5416	2.475	0.2645	0.1139	2.1058	-0.1701	0.0593	2.0053	0.0316	0.6246	1.647	-0.0465	0.0678	2.0545	0.742		0.4075	0.5568	36.19892809
51.8	0.0233	0.071	2.0928	0.1152	-0.4326	2.3244	-0.0171	-0.493	2.4552	0.2609	0.123	2.116	-0.1727	0.0564	1.9993	0.0296	0.6245	1.6471	-0.0478	0.0682	2.0553	0.735		0.4082	0.5563	36.27035502
51.834	0.0226	0.0729	2.0951	0.1214	-0.4615	2.2811	-0.0162	-0.4789	2.4692	0.2591	0.1287	2.1217	-0.1759	0.0541	1.9921	0.0288	0.6244	1.6469	-0.0484	0.0695	2.0569	0.732		0.41	0.5549	36.45965252
51.867	0.0191	0.0761	2.0984	0.1271	-0.4736	2.2796	-0.0126	-0.463	2.4866	0.2554	0.1328	2.1259	-0.1787	0.0514	1.9854	0.0276	0.6245	1.647	-0.0518	0.0726	2.0598	0.726		0.4128	0.5519	36.79507731
51.9	0.0153	0.0788	2.1005	0.1401	-0.4882	2.2595	0.0101	-0.4792	2.5388	0.2524	0.1359	2.1286	-0.1814	0.0495	1.9778	0.0267	0.6247	1.6473	-0.0554	0.0752	2.0617	0.724		0.4144	0.5495	37.02141176
51.934	0.0104	0.0846	2.107	0.1601	-0.4934	2.2512	-0.0024	-0.462	2.5616	0.2483	0.1388	2.1318	-0.1829	0.0486	1.9722	0.0252	0.6248	1.648	-0.0605	0.0814	2.0681	0.706		0.4201	0.5434	37.70744191
51.967	0.0085	0.0856	2.1085	0.106	-0.4866	2.4516	0.004	-0.4769	2.593	0.2444	0.1393	2.1327	-0.1839	0.0481	1.9688	0.0243	0.6253	1.6483	-0.0626	0.0828	2.0699	0.711		0.4216	0.5425	37.85231021
52	0.0079	0.0874	2.112	0.1164	-0.5587	2.4354	0.0074	-0.4639	2.6065	0.2405	0.1388	2.1328	-0.1844	0.048	1.9672	0.0238	0.6256	1.6485	-0.0633	0.0847	2.0737	0.698		0.4252	0.5409	38.17079071
52.034	0.0075	0.0892	2.1188	0.1137	-0.5903	2.4044	0.0097	-0.4475	2.6262	0.2391	0.1384	2.1334	-0.1848	0.0476	1.9675	0.0228	0.6254	1.6496	-0.0638	0.0868	2.0808	0.684		0.4312	0.5386	38.68055914
52.067	0.0092	0.0908	2.124	0.1082	-0.6331	2.379	0.0156	-0.4292	2.6447	0.2378	0.1376	2.1331	-0.1852	0.0476	1.9686	0.022	0.6251	1.6509	-0.0621	0.0887	2.0865	0.678		0.4356	0.5364	39.07937929
52.1	0.0119	0.0873	2.1215	0.102	-0.6559	2.3624	0.0029	-0.4135	2.646	0.2369	0.1361	2.1327	-0.1852	0.0487	1.9712	0.0213	0.625	1.6517	-0.0591	0.0845	2.0842	0.688		0.4325	0.5405	38.6662714
52.134	0.0129	0.0857	2.1215	0.0983	-0.6581	2.3624	-0.0003	-0.3895	2.6499	0.2371	0.1332	2.1321	-0.1843	0.0531	1.9776	0.0211	0.6247	1.6521	-0.0581	0.0834	2.0846	0.679		0.4325	0.5413	38.62493874
52.167	0.0152	0.0782	2.1162	0.0929	-0.6628	2.3641	0.0089	-0.4293	2.7367	0.2374	0.1278	2.1287	-0.184	0.0562	1.9882	0.0209	0.6246	1.6526	-0.0559	0.0774	2.0815	0.697		0.4289	0.5472	38.08964938
52.2	0.0155	0.0793	2.1207	0.0888	-0.6624	2.3659	0.0111	-0.3795	2.6914	0.2368	0.1208	2.1225	-0.1841	0.0597	1.9969	0.0212	0.623	1.654	-0.0557	0.0786	2.0871	0.674		0.4331	0.5444	38.50416951
52.234	0.0186	0.0753	2.1152	0.0801	-0.6542	2.3848	0.0116	-0.3568	2.7013	0.2369	0.1144	2.1157	-0.1842	0.0647	2.0087	0.0214	0.6229	1.6542	-0.0522	0.0747	2.0812	0.703		0.427	0.5482	37.91548149
52.267	0.0216	0.078	2.1204	0.0782	-0.6463	2.399	0.0084	-0.3592	2.6757	0.2402	0.1065	2.1056	-0.1849	0.071	2.0218	0.0221	0.622	1.6548	-0.0491	0.0774	2.0873	0.674		0.4325	0.5446	38.45522729
52.3	0.0219	0.0781	2.1204	0.0762	-0.6348	2.4159	-0.0043	-0.3225	2.718	0.2428	0.0968	2.0936	-0.1841	0.0737	2.03	0.0234	0.6218	1.6547	-0.0489	0.0775	2.0875	0.689		0.4328	0.5443	38.48995579
52.334	0.0247	0.0797	2.1209	0.0805	-0.6205	2.4223	0.0037	-0.2954	2.6457	0.2464	0.0872	2.0799	-0.1841	0.0806	2.0429	0.0254	0.621	1.6543	-0.0468	0.0788	2.0878	0.683		0.4335	0.5422	38.64305133
52.367	0.0319	0.0842	2.1222	0.0804	-0.6014	2.4382	-0.0286	-0.3291	2.5025	0.2488	0.0766	2.069	-0.1895	0.0905	2.0583	0.0277	0.6208	1.6542	-0.0402	0.0834	2.0892	0.68		0.435	0.5374	38.98854031
52.4	0.0404	0.0844	2.1173	0.0796	-0.5829	2.4454	0.2107	-0.2309	2.4461	0.2517	0.068	2.0533	-0.191	0.0963	2.0642	0.0308	0.6222	1.6529	-0.0318	0.0827	2.0838	0.696		0.4309	0.5395	38.61444959
52.434	0.0443	0.0841	2.115	0.0798	-0.5714	2.4592	-0.0397	-0.3618	2.4332	0.2561	0.0594	2.0382	-0.1916	0.1059	2.0732	0.0325	0.6225	1.6527	-0.0278	0.0823	2.0815	0.693		0.4288	0.5402	38.4418461
52.467	0.048	0.0835	2.1129	0.0813	-0.5564	2.4771	-0.0328	-0.415	2.3919	0.2593	0.0535	2.0266	-0.1943	0.1136	2.0815	0.0344	0.6227	1.6521	-0.0243	0.0818	2.0794	0.7		0.4273	0.5409	38.30801812
52.5	0.0524	0.0812	2.1091	0.0982	-0.4867	2.4517	-0.0496	-0.4313	2.3498	0.263	0.0483	2.0127	-0.1974	0.1214	2.0889	0.036	0.6235	1.6515	-0.0199	0.08	2.0759	0.709		0.4244	0.5435	37.98502336
52.534	0.0543	0.0815	2.1089	0.0974	-0.4899	2.4572	-0.0193	-0.4571	2.319	0.2651	0.044	2.0001	-0.2001	0.1295	2.0967	0.0379	0.6243	1.6506	-0.0181	0.0804	2.0757	0.705		0.4251	0.5439	38.01038279
52.567	0.0556	0.082	2.1088	0.0933	-0.4976	2.487	-0.0144	-0.4642	2.3027	0.2675	0.0414	1.9886	-0.1996	0.1337	2.0996	0.0396	0.6256	1.6506	-0.0167	0.081	2.0756	0.708		0.425	0.5446	37.96809539
52.6	0.059	0.0837	2.1091	0.0858	-0.494	2.5307	0.0021	-0.4812	2.2647	0.2695	0.0402	1.9787	-0.1988	0.139	2.1034	0.0409	0.6267	1.6502	-0.0132	0.0825	2.0761	0.707		0.4259	0.5442	38.04732642
52.634	0.0627	0.0882	2.1119	0.0898	-0.4717	2.5138	-0.0051	-0.4838	2.251	0.2697	0.0393	1.9705	-0.198	0.1416	2.1041	0.0423	0.6275	1.6501	-0.0097	0.0863	2.0787	0.7		0.4286	0.5412	38.37724607
52.667	0.0657	0.0928	2.1163	0.0787	-0.4932	2.5627	-0.0064	-0.4873	2.2469	0.2703	0.0397	1.9652	-0.1952	0.143	2.105	0.0428	0.6281	1.6503	-0.0069	0.09	2.0824	0.692		0.4321	0.5381	38.76483333
52.7	0.0674	0.0959	2.1185	0.0774	-0.4888	2.5664	-0.007	-0.4936	2.2608	0.2714	0.0399	1.9605	-0.1919	0.1442	2.1058	0.0435	0.6285	1.6508	-0.0049	0.0941	2.0854	0.691		0.4346	0.5344	39.11968197
52.734	0.0676	0.0992	2.1213	0.0814	-0.4723	2.5805	-0.0343	-0.5354	2.4231	0.272	0.0407	1.9584	-0.1915	0.1445	2.1057	0.0443	0.6292	1.6509	-0.0046	0.0967	2.0876	0.683		0.4367	0.5325	39.35496934
52.767	0.0679	0.0991	2.1213	0.0827	-0.4671	2.5941	-0.032	-0.5992	2.4189	0.2724	0.041	1.9575	-0.1901	0.1438	2.1049	0.0445	0.6293	1.651	-0.0041	0.0963	2.0874	0.686		0.4364	0.533	39.30930407
52.8	0.0676	0.0967	2.1212	0.0773	-0.4603	2.6155	-0.0191	-0.6298	2.3897	0.2724	0.0412	1.9576	-0.1893	0.1428	2.1044	0.0449	0.6291	1.6516	-0.0041	0.0941	2.087	0.684		0.4354	0.535	39.13979156
52.834	0.0675	0.0952	2.1208	0.0823	-0.4011	2.5954	-0.0082	-0.6443	2.3684	0.2724	0.0429	1.9601	-0.1871	0.1398	2.1023	0.0452	0.6292	1.6522	-0.004	0.0918	2.086	0.685		0.4338	0.5374	38.91116075
52.867	0.0663	0.0788	2.1068	0.0817	-0.3987	2.5988	0.0011	-0.66	2.3568	0.2729	0.0437	1.9641	-0.1838	0.1335	2.0968	0.0454	0.6289	1.6525	-0.0044	0.076	2.0718	0.725		0.4193	0.5529	37.17540618
52.9	0.0625	0.0762	2.1045	0.0858	-0.3605	2.6272	0.0104	-0.6718	2.3337	0.2736	0.0457	1.9746	-0.1828	0.1277	2.0919	0.0454	0.6284	1.653	-0.0081	0.0729	2.0686	0.707		0.4156	0.5555	36.80217607
